serie_folder	set_folder	branch_name	card_count	path_count	paths_json	serie_id	set_id	pr_status	pr_url
Mega Evolution	Ascended Heroes	pr/Mega-Evolution-Ascended-Heroes	243	243	["data/Mega Evolution/Ascended Heroes/001.ts", "data/Mega Evolution/Ascended Heroes/002.ts", "data/Mega Evolution/Ascended Heroes/003.ts", "data/Mega Evolution/Ascended Heroes/004.ts", "data/Mega Evolution/Ascended Heroes/005.ts", "data/Mega Evolution/Ascended Heroes/006.ts", "data/Mega Evolution/Ascended Heroes/007.ts", "data/Mega Evolution/Ascended Heroes/008.ts", "data/Mega Evolution/Ascended Heroes/009.ts", "data/Mega Evolution/Ascended Heroes/010.ts", "data/Mega Evolution/Ascended Heroes/011.ts", "data/Mega Evolution/Ascended Heroes/012.ts", "data/Mega Evolution/Ascended Heroes/013.ts", "data/Mega Evolution/Ascended Heroes/014.ts", "data/Mega Evolution/Ascended Heroes/015.ts", "data/Mega Evolution/Ascended Heroes/016.ts", "data/Mega Evolution/Ascended Heroes/017.ts", "data/Mega Evolution/Ascended Heroes/018.ts", "data/Mega Evolution/Ascended Heroes/019.ts", "data/Mega Evolution/Ascended Heroes/020.ts", "data/Mega Evolution/Ascended Heroes/021.ts", "data/Mega Evolution/Ascended Heroes/022.ts", "data/Mega Evolution/Ascended Heroes/023.ts", "data/Mega Evolution/Ascended Heroes/024.ts", "data/Mega Evolution/Ascended Heroes/025.ts", "data/Mega Evolution/Ascended Heroes/026.ts", "data/Mega Evolution/Ascended Heroes/027.ts", "data/Mega Evolution/Ascended Heroes/028.ts", "data/Mega Evolution/Ascended Heroes/029.ts", "data/Mega Evolution/Ascended Heroes/030.ts", "data/Mega Evolution/Ascended Heroes/031.ts", "data/Mega Evolution/Ascended Heroes/032.ts", "data/Mega Evolution/Ascended Heroes/033.ts", "data/Mega Evolution/Ascended Heroes/034.ts", "data/Mega Evolution/Ascended Heroes/035.ts", "data/Mega Evolution/Ascended Heroes/036.ts", "data/Mega Evolution/Ascended Heroes/037.ts", "data/Mega Evolution/Ascended Heroes/038.ts", "data/Mega Evolution/Ascended Heroes/039.ts", "data/Mega Evolution/Ascended Heroes/040.ts", "data/Mega Evolution/Ascended Heroes/041.ts", "data/Mega Evolution/Ascended Heroes/042.ts", "data/Mega Evolution/Ascended Heroes/043.ts", "data/Mega Evolution/Ascended Heroes/044.ts", "data/Mega Evolution/Ascended Heroes/045.ts", "data/Mega Evolution/Ascended Heroes/046.ts", "data/Mega Evolution/Ascended Heroes/047.ts", "data/Mega Evolution/Ascended Heroes/048.ts", "data/Mega Evolution/Ascended Heroes/049.ts", "data/Mega Evolution/Ascended Heroes/050.ts", "data/Mega Evolution/Ascended Heroes/051.ts", "data/Mega Evolution/Ascended Heroes/052.ts", "data/Mega Evolution/Ascended Heroes/053.ts", "data/Mega Evolution/Ascended Heroes/054.ts", "data/Mega Evolution/Ascended Heroes/055.ts", "data/Mega Evolution/Ascended Heroes/056.ts", "data/Mega Evolution/Ascended Heroes/057.ts", "data/Mega Evolution/Ascended Heroes/058.ts", "data/Mega Evolution/Ascended Heroes/059.ts", "data/Mega Evolution/Ascended Heroes/060.ts", "data/Mega Evolution/Ascended Heroes/061.ts", "data/Mega Evolution/Ascended Heroes/062.ts", "data/Mega Evolution/Ascended Heroes/063.ts", "data/Mega Evolution/Ascended Heroes/064.ts", "data/Mega Evolution/Ascended Heroes/065.ts", "data/Mega Evolution/Ascended Heroes/066.ts", "data/Mega Evolution/Ascended Heroes/067.ts", "data/Mega Evolution/Ascended Heroes/068.ts", "data/Mega Evolution/Ascended Heroes/069.ts", "data/Mega Evolution/Ascended Heroes/070.ts", "data/Mega Evolution/Ascended Heroes/071.ts", "data/Mega Evolution/Ascended Heroes/072.ts", "data/Mega Evolution/Ascended Heroes/073.ts", "data/Mega Evolution/Ascended Heroes/074.ts", "data/Mega Evolution/Ascended Heroes/075.ts", "data/Mega Evolution/Ascended Heroes/076.ts", "data/Mega Evolution/Ascended Heroes/077.ts", "data/Mega Evolution/Ascended Heroes/078.ts", "data/Mega Evolution/Ascended Heroes/079.ts", "data/Mega Evolution/Ascended Heroes/080.ts", "data/Mega Evolution/Ascended Heroes/081.ts", "data/Mega Evolution/Ascended Heroes/082.ts", "data/Mega Evolution/Ascended Heroes/083.ts", "data/Mega Evolution/Ascended Heroes/084.ts", "data/Mega Evolution/Ascended Heroes/085.ts", "data/Mega Evolution/Ascended Heroes/086.ts", "data/Mega Evolution/Ascended Heroes/087.ts", "data/Mega Evolution/Ascended Heroes/088.ts", "data/Mega Evolution/Ascended Heroes/089.ts", "data/Mega Evolution/Ascended Heroes/090.ts", "data/Mega Evolution/Ascended Heroes/091.ts", "data/Mega Evolution/Ascended Heroes/092.ts", "data/Mega Evolution/Ascended Heroes/093.ts", "data/Mega Evolution/Ascended Heroes/094.ts", "data/Mega Evolution/Ascended Heroes/095.ts", "data/Mega Evolution/Ascended Heroes/096.ts", "data/Mega Evolution/Ascended Heroes/097.ts", "data/Mega Evolution/Ascended Heroes/098.ts", "data/Mega Evolution/Ascended Heroes/099.ts", "data/Mega Evolution/Ascended Heroes/100.ts", "data/Mega Evolution/Ascended Heroes/101.ts", "data/Mega Evolution/Ascended Heroes/102.ts", "data/Mega Evolution/Ascended Heroes/103.ts", "data/Mega Evolution/Ascended Heroes/104.ts", "data/Mega Evolution/Ascended Heroes/105.ts", "data/Mega Evolution/Ascended Heroes/106.ts", "data/Mega Evolution/Ascended Heroes/107.ts", "data/Mega Evolution/Ascended Heroes/108.ts", "data/Mega Evolution/Ascended Heroes/109.ts", "data/Mega Evolution/Ascended Heroes/110.ts", "data/Mega Evolution/Ascended Heroes/111.ts", "data/Mega Evolution/Ascended Heroes/112.ts", "data/Mega Evolution/Ascended Heroes/113.ts", "data/Mega Evolution/Ascended Heroes/114.ts", "data/Mega Evolution/Ascended Heroes/115.ts", "data/Mega Evolution/Ascended Heroes/116.ts", "data/Mega Evolution/Ascended Heroes/117.ts", "data/Mega Evolution/Ascended Heroes/118.ts", "data/Mega Evolution/Ascended Heroes/119.ts", "data/Mega Evolution/Ascended Heroes/120.ts", "data/Mega Evolution/Ascended Heroes/121.ts", "data/Mega Evolution/Ascended Heroes/122.ts", "data/Mega Evolution/Ascended Heroes/123.ts", "data/Mega Evolution/Ascended Heroes/124.ts", "data/Mega Evolution/Ascended Heroes/125.ts", "data/Mega Evolution/Ascended Heroes/126.ts", "data/Mega Evolution/Ascended Heroes/127.ts", "data/Mega Evolution/Ascended Heroes/128.ts", "data/Mega Evolution/Ascended Heroes/129.ts", "data/Mega Evolution/Ascended Heroes/130.ts", "data/Mega Evolution/Ascended Heroes/131.ts", "data/Mega Evolution/Ascended Heroes/132.ts", "data/Mega Evolution/Ascended Heroes/133.ts", "data/Mega Evolution/Ascended Heroes/134.ts", "data/Mega Evolution/Ascended Heroes/135.ts", "data/Mega Evolution/Ascended Heroes/136.ts", "data/Mega Evolution/Ascended Heroes/137.ts", "data/Mega Evolution/Ascended Heroes/138.ts", "data/Mega Evolution/Ascended Heroes/139.ts", "data/Mega Evolution/Ascended Heroes/140.ts", "data/Mega Evolution/Ascended Heroes/141.ts", "data/Mega Evolution/Ascended Heroes/142.ts", "data/Mega Evolution/Ascended Heroes/143.ts", "data/Mega Evolution/Ascended Heroes/144.ts", "data/Mega Evolution/Ascended Heroes/145.ts", "data/Mega Evolution/Ascended Heroes/146.ts", "data/Mega Evolution/Ascended Heroes/147.ts", "data/Mega Evolution/Ascended Heroes/148.ts", "data/Mega Evolution/Ascended Heroes/149.ts", "data/Mega Evolution/Ascended Heroes/150.ts", "data/Mega Evolution/Ascended Heroes/151.ts", "data/Mega Evolution/Ascended Heroes/152.ts", "data/Mega Evolution/Ascended Heroes/153.ts", "data/Mega Evolution/Ascended Heroes/154.ts", "data/Mega Evolution/Ascended Heroes/155.ts", "data/Mega Evolution/Ascended Heroes/156.ts", "data/Mega Evolution/Ascended Heroes/157.ts", "data/Mega Evolution/Ascended Heroes/158.ts", "data/Mega Evolution/Ascended Heroes/159.ts", "data/Mega Evolution/Ascended Heroes/160.ts", "data/Mega Evolution/Ascended Heroes/161.ts", "data/Mega Evolution/Ascended Heroes/162.ts", "data/Mega Evolution/Ascended Heroes/163.ts", "data/Mega Evolution/Ascended Heroes/164.ts", "data/Mega Evolution/Ascended Heroes/165.ts", "data/Mega Evolution/Ascended Heroes/166.ts", "data/Mega Evolution/Ascended Heroes/167.ts", "data/Mega Evolution/Ascended Heroes/168.ts", "data/Mega Evolution/Ascended Heroes/169.ts", "data/Mega Evolution/Ascended Heroes/170.ts", "data/Mega Evolution/Ascended Heroes/171.ts", "data/Mega Evolution/Ascended Heroes/172.ts", "data/Mega Evolution/Ascended Heroes/173.ts", "data/Mega Evolution/Ascended Heroes/174.ts", "data/Mega Evolution/Ascended Heroes/175.ts", "data/Mega Evolution/Ascended Heroes/176.ts", "data/Mega Evolution/Ascended Heroes/177.ts", "data/Mega Evolution/Ascended Heroes/178.ts", "data/Mega Evolution/Ascended Heroes/179.ts", "data/Mega Evolution/Ascended Heroes/218.ts", "data/Mega Evolution/Ascended Heroes/219.ts", "data/Mega Evolution/Ascended Heroes/220.ts", "data/Mega Evolution/Ascended Heroes/221.ts", "data/Mega Evolution/Ascended Heroes/222.ts", "data/Mega Evolution/Ascended Heroes/223.ts", "data/Mega Evolution/Ascended Heroes/224.ts", "data/Mega Evolution/Ascended Heroes/225.ts", "data/Mega Evolution/Ascended Heroes/226.ts", "data/Mega Evolution/Ascended Heroes/227.ts", "data/Mega Evolution/Ascended Heroes/228.ts", "data/Mega Evolution/Ascended Heroes/229.ts", "data/Mega Evolution/Ascended Heroes/230.ts", "data/Mega Evolution/Ascended Heroes/231.ts", "data/Mega Evolution/Ascended Heroes/232.ts", "data/Mega Evolution/Ascended Heroes/233.ts", "data/Mega Evolution/Ascended Heroes/234.ts", "data/Mega Evolution/Ascended Heroes/235.ts", "data/Mega Evolution/Ascended Heroes/236.ts", "data/Mega Evolution/Ascended Heroes/237.ts", "data/Mega Evolution/Ascended Heroes/238.ts", "data/Mega Evolution/Ascended Heroes/239.ts", "data/Mega Evolution/Ascended Heroes/240.ts", "data/Mega Evolution/Ascended Heroes/241.ts", "data/Mega Evolution/Ascended Heroes/242.ts", "data/Mega Evolution/Ascended Heroes/243.ts", "data/Mega Evolution/Ascended Heroes/244.ts", "data/Mega Evolution/Ascended Heroes/245.ts", "data/Mega Evolution/Ascended Heroes/246.ts", "data/Mega Evolution/Ascended Heroes/247.ts", "data/Mega Evolution/Ascended Heroes/248.ts", "data/Mega Evolution/Ascended Heroes/249.ts", "data/Mega Evolution/Ascended Heroes/250.ts", "data/Mega Evolution/Ascended Heroes/251.ts", "data/Mega Evolution/Ascended Heroes/252.ts", "data/Mega Evolution/Ascended Heroes/253.ts", "data/Mega Evolution/Ascended Heroes/265.ts", "data/Mega Evolution/Ascended Heroes/266.ts", "data/Mega Evolution/Ascended Heroes/267.ts", "data/Mega Evolution/Ascended Heroes/268.ts", "data/Mega Evolution/Ascended Heroes/269.ts", "data/Mega Evolution/Ascended Heroes/270.ts", "data/Mega Evolution/Ascended Heroes/271.ts", "data/Mega Evolution/Ascended Heroes/272.ts", "data/Mega Evolution/Ascended Heroes/273.ts", "data/Mega Evolution/Ascended Heroes/274.ts", "data/Mega Evolution/Ascended Heroes/275.ts", "data/Mega Evolution/Ascended Heroes/276.ts", "data/Mega Evolution/Ascended Heroes/277.ts", "data/Mega Evolution/Ascended Heroes/278.ts", "data/Mega Evolution/Ascended Heroes/279.ts", "data/Mega Evolution/Ascended Heroes/280.ts", "data/Mega Evolution/Ascended Heroes/281.ts", "data/Mega Evolution/Ascended Heroes/282.ts", "data/Mega Evolution/Ascended Heroes/283.ts", "data/Mega Evolution/Ascended Heroes/284.ts", "data/Mega Evolution/Ascended Heroes/285.ts", "data/Mega Evolution/Ascended Heroes/286.ts", "data/Mega Evolution/Ascended Heroes/287.ts", "data/Mega Evolution/Ascended Heroes/288.ts", "data/Mega Evolution/Ascended Heroes/289.ts", "data/Mega Evolution/Ascended Heroes/290.ts", "data/Mega Evolution/Ascended Heroes/294.ts", "data/Mega Evolution/Ascended Heroes/295.ts"]	me	me02.5	pending	
Mega Evolution	Chaos Rising	pr/Mega-Evolution-Chaos-Rising	0	1	["data/Mega Evolution/Chaos Rising.ts"]	me	me04	pending	
Mega Evolution	Eternals	pr/Mega-Evolution-Eternals	0	1	["data/Mega Evolution/Eternals.ts"]	me	me05	pending	
Mega Evolution	MEP Black Star Promos	pr/Mega-Evolution-MEP-Black-Star-Promos	49	49	["data/Mega Evolution/MEP Black Star Promos/001.ts", "data/Mega Evolution/MEP Black Star Promos/002.ts", "data/Mega Evolution/MEP Black Star Promos/003.ts", "data/Mega Evolution/MEP Black Star Promos/004.ts", "data/Mega Evolution/MEP Black Star Promos/005.ts", "data/Mega Evolution/MEP Black Star Promos/006.ts", "data/Mega Evolution/MEP Black Star Promos/007.ts", "data/Mega Evolution/MEP Black Star Promos/008.ts", "data/Mega Evolution/MEP Black Star Promos/009.ts", "data/Mega Evolution/MEP Black Star Promos/010.ts", "data/Mega Evolution/MEP Black Star Promos/011.ts", "data/Mega Evolution/MEP Black Star Promos/012.ts", "data/Mega Evolution/MEP Black Star Promos/013.ts", "data/Mega Evolution/MEP Black Star Promos/014.ts", "data/Mega Evolution/MEP Black Star Promos/015.ts", "data/Mega Evolution/MEP Black Star Promos/016.ts", "data/Mega Evolution/MEP Black Star Promos/017.ts", "data/Mega Evolution/MEP Black Star Promos/018.ts", "data/Mega Evolution/MEP Black Star Promos/019.ts", "data/Mega Evolution/MEP Black Star Promos/020.ts", "data/Mega Evolution/MEP Black Star Promos/021.ts", "data/Mega Evolution/MEP Black Star Promos/022.ts", "data/Mega Evolution/MEP Black Star Promos/023.ts", "data/Mega Evolution/MEP Black Star Promos/024.ts", "data/Mega Evolution/MEP Black Star Promos/025.ts", "data/Mega Evolution/MEP Black Star Promos/026.ts", "data/Mega Evolution/MEP Black Star Promos/027.ts", "data/Mega Evolution/MEP Black Star Promos/028.ts", "data/Mega Evolution/MEP Black Star Promos/029.ts", "data/Mega Evolution/MEP Black Star Promos/030.ts", "data/Mega Evolution/MEP Black Star Promos/031.ts", "data/Mega Evolution/MEP Black Star Promos/032.ts", "data/Mega Evolution/MEP Black Star Promos/033.ts", "data/Mega Evolution/MEP Black Star Promos/034.ts", "data/Mega Evolution/MEP Black Star Promos/035.ts", "data/Mega Evolution/MEP Black Star Promos/036.ts", "data/Mega Evolution/MEP Black Star Promos/037.ts", "data/Mega Evolution/MEP Black Star Promos/038.ts", "data/Mega Evolution/MEP Black Star Promos/039.ts", "data/Mega Evolution/MEP Black Star Promos/040.ts", "data/Mega Evolution/MEP Black Star Promos/041.ts", "data/Mega Evolution/MEP Black Star Promos/042.ts", "data/Mega Evolution/MEP Black Star Promos/043.ts", "data/Mega Evolution/MEP Black Star Promos/044.ts", "data/Mega Evolution/MEP Black Star Promos/045.ts", "data/Mega Evolution/MEP Black Star Promos/064.ts", "data/Mega Evolution/MEP Black Star Promos/068.ts", "data/Mega Evolution/MEP Black Star Promos/069.ts", "data/Mega Evolution/MEP Black Star Promos/070.ts"]	me	mep	pending	
Mega Evolution	Mega Evolution	pr/Mega-Evolution-Mega-Evolution	3	3	["data/Mega Evolution/Mega Evolution/113.ts", "data/Mega Evolution/Mega Evolution/165.ts", "data/Mega Evolution/Mega Evolution/183.ts"]	me	me01	pending	
Mega Evolution	Perfect Order	pr/Mega-Evolution-Perfect-Order	0	1	["data/Mega Evolution/Perfect Order.ts"]	me	me03	pending	
Mega Evolution	Phantasmal Flames	pr/Mega-Evolution-Phantasmal-Flames	3	3	["data/Mega Evolution/Phantasmal Flames/086.ts", "data/Mega Evolution/Phantasmal Flames/117.ts", "data/Mega Evolution/Phantasmal Flames/124.ts"]	me	me02	pending	
Mega Evolution	Radiant Ruby & Shining Sapphire	pr/Mega-Evolution-Radiant-Ruby-Shining-Sapphire	0	1	["data/Mega Evolution/Radiant Ruby & Shining Sapphire.ts"]	me	me04.5	pending	
Neo	Neo Destiny	pr/Neo-Neo-Destiny	5	5	["data/Neo/Neo Destiny/100.ts", "data/Neo/Neo Destiny/16.ts", "data/Neo/Neo Destiny/92.ts", "data/Neo/Neo Destiny/95.ts", "data/Neo/Neo Destiny/99.ts"]	neo	neo4	pending	
Neo	Neo Genesis	pr/Neo-Neo-Genesis	4	4	["data/Neo/Neo Genesis/104.ts", "data/Neo/Neo Genesis/105.ts", "data/Neo/Neo Genesis/19.ts", "data/Neo/Neo Genesis/84.ts"]	neo	neo1	pending	
Neo	Neo Revelation	pr/Neo-Neo-Revelation	2	2	["data/Neo/Neo Revelation/61.ts", "data/Neo/Neo Revelation/63.ts"]	neo	neo3	pending	
POP	Nintendo Black Star Promos	pr/POP-Nintendo-Black-Star-Promos	40	40	["data/POP/Nintendo Black Star Promos/1.ts", "data/POP/Nintendo Black Star Promos/10.ts", "data/POP/Nintendo Black Star Promos/11.ts", "data/POP/Nintendo Black Star Promos/12.ts", "data/POP/Nintendo Black Star Promos/13.ts", "data/POP/Nintendo Black Star Promos/14.ts", "data/POP/Nintendo Black Star Promos/15.ts", "data/POP/Nintendo Black Star Promos/16.ts", "data/POP/Nintendo Black Star Promos/17.ts", "data/POP/Nintendo Black Star Promos/18.ts", "data/POP/Nintendo Black Star Promos/19.ts", "data/POP/Nintendo Black Star Promos/2.ts", "data/POP/Nintendo Black Star Promos/20.ts", "data/POP/Nintendo Black Star Promos/21.ts", "data/POP/Nintendo Black Star Promos/22.ts", "data/POP/Nintendo Black Star Promos/23.ts", "data/POP/Nintendo Black Star Promos/24.ts", "data/POP/Nintendo Black Star Promos/25.ts", "data/POP/Nintendo Black Star Promos/26.ts", "data/POP/Nintendo Black Star Promos/27.ts", "data/POP/Nintendo Black Star Promos/28.ts", "data/POP/Nintendo Black Star Promos/29.ts", "data/POP/Nintendo Black Star Promos/3.ts", "data/POP/Nintendo Black Star Promos/30.ts", "data/POP/Nintendo Black Star Promos/31.ts", "data/POP/Nintendo Black Star Promos/32.ts", "data/POP/Nintendo Black Star Promos/33.ts", "data/POP/Nintendo Black Star Promos/34.ts", "data/POP/Nintendo Black Star Promos/35.ts", "data/POP/Nintendo Black Star Promos/36.ts", "data/POP/Nintendo Black Star Promos/37.ts", "data/POP/Nintendo Black Star Promos/38.ts", "data/POP/Nintendo Black Star Promos/39.ts", "data/POP/Nintendo Black Star Promos/4.ts", "data/POP/Nintendo Black Star Promos/40.ts", "data/POP/Nintendo Black Star Promos/5.ts", "data/POP/Nintendo Black Star Promos/6.ts", "data/POP/Nintendo Black Star Promos/7.ts", "data/POP/Nintendo Black Star Promos/8.ts", "data/POP/Nintendo Black Star Promos/9.ts"]	pop	np	pending	
POP	POP Series 2	pr/POP-POP-Series-2	3	3	["data/POP/POP Series 2/10.ts", "data/POP/POP Series 2/11.ts", "data/POP/POP Series 2/8.ts"]	pop	pop2	pending	
POP	POP Series 3	pr/POP-POP-Series-3	2	2	["data/POP/POP Series 3/10.ts", "data/POP/POP Series 3/11.ts"]	pop	pop3	pending	
POP	POP Series 4	pr/POP-POP-Series-4	1	1	["data/POP/POP Series 4/9.ts"]	pop	pop4	pending	
POP	POP Series 5	pr/POP-POP-Series-5	0	1	["data/POP/POP Series 5.ts"]	pop	pop5	pending	
Platinum	Platinum	pr/Platinum-Platinum	5	5	["data/Platinum/Platinum/105.ts", "data/Platinum/Platinum/109.ts", "data/Platinum/Platinum/111.ts", "data/Platinum/Platinum/119.ts", "data/Platinum/Platinum/120.ts"]	pl	pl1	pending	
Platinum	Rising Rivals	pr/Platinum-Rising-Rivals	11	11	["data/Platinum/Rising Rivals/88.ts", "data/Platinum/Rising Rivals/89.ts", "data/Platinum/Rising Rivals/90.ts", "data/Platinum/Rising Rivals/91.ts", "data/Platinum/Rising Rivals/92.ts", "data/Platinum/Rising Rivals/93.ts", "data/Platinum/Rising Rivals/94.ts", "data/Platinum/Rising Rivals/95.ts", "data/Platinum/Rising Rivals/97.ts", "data/Platinum/Rising Rivals/98.ts", "data/Platinum/Rising Rivals/RT6.ts"]	pl	pl2	pending	
Platinum	Supreme Victors	pr/Platinum-Supreme-Victors	5	5	["data/Platinum/Supreme Victors/134.ts", "data/Platinum/Supreme Victors/135.ts", "data/Platinum/Supreme Victors/136.ts", "data/Platinum/Supreme Victors/137.ts", "data/Platinum/Supreme Victors/139.ts"]	pl	pl3	pending	
Pokémon TCG Pocket	Genetic Apex	pr/Pok-mon-TCG-Pocket-Genetic-Apex	106	106	["data/Pokémon TCG Pocket/Genetic Apex/002.ts", "data/Pokémon TCG Pocket/Genetic Apex/003.ts", "data/Pokémon TCG Pocket/Genetic Apex/006.ts", "data/Pokémon TCG Pocket/Genetic Apex/007.ts", "data/Pokémon TCG Pocket/Genetic Apex/009.ts", "data/Pokémon TCG Pocket/Genetic Apex/010.ts", "data/Pokémon TCG Pocket/Genetic Apex/012.ts", "data/Pokémon TCG Pocket/Genetic Apex/013.ts", "data/Pokémon TCG Pocket/Genetic Apex/015.ts", "data/Pokémon TCG Pocket/Genetic Apex/017.ts", "data/Pokémon TCG Pocket/Genetic Apex/019.ts", "data/Pokémon TCG Pocket/Genetic Apex/020.ts", "data/Pokémon TCG Pocket/Genetic Apex/022.ts", "data/Pokémon TCG Pocket/Genetic Apex/028.ts", "data/Pokémon TCG Pocket/Genetic Apex/030.ts", "data/Pokémon TCG Pocket/Genetic Apex/032.ts", "data/Pokémon TCG Pocket/Genetic Apex/034.ts", "data/Pokémon TCG Pocket/Genetic Apex/035.ts", "data/Pokémon TCG Pocket/Genetic Apex/038.ts", "data/Pokémon TCG Pocket/Genetic Apex/040.ts", "data/Pokémon TCG Pocket/Genetic Apex/043.ts", "data/Pokémon TCG Pocket/Genetic Apex/045.ts", "data/Pokémon TCG Pocket/Genetic Apex/050.ts", "data/Pokémon TCG Pocket/Genetic Apex/052.ts", "data/Pokémon TCG Pocket/Genetic Apex/054.ts", "data/Pokémon TCG Pocket/Genetic Apex/055.ts", "data/Pokémon TCG Pocket/Genetic Apex/058.ts", "data/Pokémon TCG Pocket/Genetic Apex/060.ts", "data/Pokémon TCG Pocket/Genetic Apex/061.ts", "data/Pokémon TCG Pocket/Genetic Apex/063.ts", "data/Pokémon TCG Pocket/Genetic Apex/065.ts", "data/Pokémon TCG Pocket/Genetic Apex/067.ts", "data/Pokémon TCG Pocket/Genetic Apex/069.ts", "data/Pokémon TCG Pocket/Genetic Apex/071.ts", "data/Pokémon TCG Pocket/Genetic Apex/073.ts", "data/Pokémon TCG Pocket/Genetic Apex/075.ts", "data/Pokémon TCG Pocket/Genetic Apex/078.ts", "data/Pokémon TCG Pocket/Genetic Apex/080.ts", "data/Pokémon TCG Pocket/Genetic Apex/081.ts", "data/Pokémon TCG Pocket/Genetic Apex/082.ts", "data/Pokémon TCG Pocket/Genetic Apex/086.ts", "data/Pokémon TCG Pocket/Genetic Apex/088.ts", "data/Pokémon TCG Pocket/Genetic Apex/089.ts", "data/Pokémon TCG Pocket/Genetic Apex/093.ts", "data/Pokémon TCG Pocket/Genetic Apex/095.ts", "data/Pokémon TCG Pocket/Genetic Apex/098.ts", "data/Pokémon TCG Pocket/Genetic Apex/100.ts", "data/Pokémon TCG Pocket/Genetic Apex/102.ts", "data/Pokémon TCG Pocket/Genetic Apex/106.ts", "data/Pokémon TCG Pocket/Genetic Apex/108.ts", "data/Pokémon TCG Pocket/Genetic Apex/109.ts", "data/Pokémon TCG Pocket/Genetic Apex/111.ts", "data/Pokémon TCG Pocket/Genetic Apex/114.ts", "data/Pokémon TCG Pocket/Genetic Apex/119.ts", "data/Pokémon TCG Pocket/Genetic Apex/121.ts", "data/Pokémon TCG Pocket/Genetic Apex/122.ts", "data/Pokémon TCG Pocket/Genetic Apex/125.ts", "data/Pokémon TCG Pocket/Genetic Apex/131.ts", "data/Pokémon TCG Pocket/Genetic Apex/132.ts", "data/Pokémon TCG Pocket/Genetic Apex/134.ts", "data/Pokémon TCG Pocket/Genetic Apex/136.ts", "data/Pokémon TCG Pocket/Genetic Apex/138.ts", "data/Pokémon TCG Pocket/Genetic Apex/140.ts", "data/Pokémon TCG Pocket/Genetic Apex/142.ts", "data/Pokémon TCG Pocket/Genetic Apex/144.ts", "data/Pokémon TCG Pocket/Genetic Apex/145.ts", "data/Pokémon TCG Pocket/Genetic Apex/148.ts", "data/Pokémon TCG Pocket/Genetic Apex/149.ts", "data/Pokémon TCG Pocket/Genetic Apex/152.ts", "data/Pokémon TCG Pocket/Genetic Apex/157.ts", "data/Pokémon TCG Pocket/Genetic Apex/158.ts", "data/Pokémon TCG Pocket/Genetic Apex/159.ts", "data/Pokémon TCG Pocket/Genetic Apex/161.ts", "data/Pokémon TCG Pocket/Genetic Apex/163.ts", "data/Pokémon TCG Pocket/Genetic Apex/165.ts", "data/Pokémon TCG Pocket/Genetic Apex/167.ts", "data/Pokémon TCG Pocket/Genetic Apex/168.ts", "data/Pokémon TCG Pocket/Genetic Apex/170.ts", "data/Pokémon TCG Pocket/Genetic Apex/171.ts", "data/Pokémon TCG Pocket/Genetic Apex/173.ts", "data/Pokémon TCG Pocket/Genetic Apex/175.ts", "data/Pokémon TCG Pocket/Genetic Apex/177.ts", "data/Pokémon TCG Pocket/Genetic Apex/180.ts", "data/Pokémon TCG Pocket/Genetic Apex/182.ts", "data/Pokémon TCG Pocket/Genetic Apex/184.ts", "data/Pokémon TCG Pocket/Genetic Apex/185.ts", "data/Pokémon TCG Pocket/Genetic Apex/187.ts", "data/Pokémon TCG Pocket/Genetic Apex/188.ts", "data/Pokémon TCG Pocket/Genetic Apex/190.ts", "data/Pokémon TCG Pocket/Genetic Apex/192.ts", "data/Pokémon TCG Pocket/Genetic Apex/194.ts", "data/Pokémon TCG Pocket/Genetic Apex/197.ts", "data/Pokémon TCG Pocket/Genetic Apex/200.ts", "data/Pokémon TCG Pocket/Genetic Apex/210.ts", "data/Pokémon TCG Pocket/Genetic Apex/213.ts", "data/Pokémon TCG Pocket/Genetic Apex/215.ts", "data/Pokémon TCG Pocket/Genetic Apex/228.ts", "data/Pokémon TCG Pocket/Genetic Apex/231.ts", "data/Pokémon TCG Pocket/Genetic Apex/233.ts", "data/Pokémon TCG Pocket/Genetic Apex/235.ts", "data/Pokémon TCG Pocket/Genetic Apex/240.ts", "data/Pokémon TCG Pocket/Genetic Apex/241.ts", "data/Pokémon TCG Pocket/Genetic Apex/242.ts", "data/Pokémon TCG Pocket/Genetic Apex/243.ts", "data/Pokémon TCG Pocket/Genetic Apex/244.ts", "data/Pokémon TCG Pocket/Genetic Apex/245.ts"]	tcgp	A1	pending	
Scarlet & Violet	151	pr/Scarlet-Violet-151	3	3	["data/Scarlet & Violet/151/152.ts", "data/Scarlet & Violet/151/153.ts", "data/Scarlet & Violet/151/154.ts"]	sv	sv03.5	pending	
Scarlet & Violet	Black Bolt	pr/Scarlet-Violet-Black-Bolt	2	2	["data/Scarlet & Violet/Black Bolt/080.ts", "data/Scarlet & Violet/Black Bolt/086.ts"]	sv	sv10.5b	pending	
Scarlet & Violet	Destined Rivals	pr/Scarlet-Violet-Destined-Rivals	5	5	["data/Scarlet & Violet/Destined Rivals/170.ts", "data/Scarlet & Violet/Destined Rivals/177.ts", "data/Scarlet & Violet/Destined Rivals/182.ts", "data/Scarlet & Violet/Destined Rivals/223.ts", "data/Scarlet & Violet/Destined Rivals/227.ts"]	sv	sv10	pending	
Scarlet & Violet	Journey Together	pr/Scarlet-Violet-Journey-Together	2	2	["data/Scarlet & Violet/Journey Together/149.ts", "data/Scarlet & Violet/Journey Together/180.ts"]	sv	sv09	pending	
