serie_folder	set_folder	branch_name	card_count	path_count	paths_json	serie_id	set_id	pr_status	pr_url
Sword & Shield	SWSH Black Star Promos	pr/Sword-Shield-SWSH-Black-Star-Promos	287	287	["data/Sword & Shield/SWSH Black Star Promos/SWSH001.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH002.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH003.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH004.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH005.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH006.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH007.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH008.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH009.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH010.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH011.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH012.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH013.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH014.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH015.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH016.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH017.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH018.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH019.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH020.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH021.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH022.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH023.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH024.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH025.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH026.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH027.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH028.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH029.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH030.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH031.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH032.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH033.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH034.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH035.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH036.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH037.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH038.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH039.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH040.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH041.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH042.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH043.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH044.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH045.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH046.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH047.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH048.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH049.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH050.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH051.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH052.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH053.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH054.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH055.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH056.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH057.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH058.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH059.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH060.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH061.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH062.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH063.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH064.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH065.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH066.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH067.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH068.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH069.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH070.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH071.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH072.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH073.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH074.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH076.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH077.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH078.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH079.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH080.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH081.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH082.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH083.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH084.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH085.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH086.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH087.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH088.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH089.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH090.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH091.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH092.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH093.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH094.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH095.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH096.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH097.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH098.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH099.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH100.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH101.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH102.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH103.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH104.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH105.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH106.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH107.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH108.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH109.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH110.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH111.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH112.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH113.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH114.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH115.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH116.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH117.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH118.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH119.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH120.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH121.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH122.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH123.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH124.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH125.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH126.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH127.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH128.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH129.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH130.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH131.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH132.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH133.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH134.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH135.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH136.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH137.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH138.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH139.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH140.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH141.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH142.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH143.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH144.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH145.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH146.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH147.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH148.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH149.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH150.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH151.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH152.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH153.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH154.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH155.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH156.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH157.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH158.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH159.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH160.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH161.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH162.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH163.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH164.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH165.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH166.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH167.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH168.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH169.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH170.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH171.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH172.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH173.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH174.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH175.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH176.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH177.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH178.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH179.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH180.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH181.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH182.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH183.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH184.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH185.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH186.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH187.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH188.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH189.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH190.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH191.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH192.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH193.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH194.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH195.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH196.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH197.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH198.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH199.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH200.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH201.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH202.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH203.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH204.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH205.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH206.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH207.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH208.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH209.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH210.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH211.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH212.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH213.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH214.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH215.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH216.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH217.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH218.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH219.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH220.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH221.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH222.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH223.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH224.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH225.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH226.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH227.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH228.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH229.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH230.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH231.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH232.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH233.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH234.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH235.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH236.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH237.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH238.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH239.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH240.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH241.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH242.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH243.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH244.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH245.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH246.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH247.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH248.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH249.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH250.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH252.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH253.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH254.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH255.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH256.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH257.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH258.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH259.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH260.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH261.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH262.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH263.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH264.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH265.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH266.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH267.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH268.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH269.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH270.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH271.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH272.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH273.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH274.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH275.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH276.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH277.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH278.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH279.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH280.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH281.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH285.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH286.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH291.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH294.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH295.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH296.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH297.ts", "data/Sword & Shield/SWSH Black Star Promos/SWSH298.ts"]	swsh	swshp	pending	
Sword & Shield	Shining Fates	pr/Sword-Shield-Shining-Fates	0	1	["data/Sword & Shield/Shining Fates.ts"]	swsh	swsh4.5	pending	
Sword & Shield	Silver Tempest	pr/Sword-Shield-Silver-Tempest	0	1	["data/Sword & Shield/Silver Tempest.ts"]	swsh	swsh12	pending	
Sword & Shield	Sword & Shield	pr/Sword-Shield-Sword-Shield	5	5	["data/Sword & Shield/Sword & Shield/171.ts", "data/Sword & Shield/Sword & Shield/179.ts", "data/Sword & Shield/Sword & Shield/186.ts", "data/Sword & Shield/Sword & Shield/215.ts", "data/Sword & Shield/Sword & Shield/216.ts"]	swsh	swsh1	pending	
Sword & Shield	Vivid Voltage	pr/Sword-Shield-Vivid-Voltage	7	7	["data/Sword & Shield/Vivid Voltage/148.ts", "data/Sword & Shield/Vivid Voltage/162.ts", "data/Sword & Shield/Vivid Voltage/163.ts", "data/Sword & Shield/Vivid Voltage/164.ts", "data/Sword & Shield/Vivid Voltage/165.ts", "data/Sword & Shield/Vivid Voltage/181.ts", "data/Sword & Shield/Vivid Voltage/194.ts"]	swsh	swsh4	pending	
Trainer kits	BW trainer Kit (Excadrill)	pr/Trainer-kits-BW-trainer-Kit-Excadrill	7	7	["data/Trainer kits/BW trainer Kit (Excadrill)/11.ts", "data/Trainer kits/BW trainer Kit (Excadrill)/12.ts", "data/Trainer kits/BW trainer Kit (Excadrill)/17.ts", "data/Trainer kits/BW trainer Kit (Excadrill)/18.ts", "data/Trainer kits/BW trainer Kit (Excadrill)/27.ts", "data/Trainer kits/BW trainer Kit (Excadrill)/29.ts", "data/Trainer kits/BW trainer Kit (Excadrill)/30.ts"]	tk	tk-bw-e	pending	
Trainer kits	DP trainer Kit (Lucario)	pr/Trainer-kits-DP-trainer-Kit-Lucario	5	5	["data/Trainer kits/DP trainer Kit (Lucario)/10.ts", "data/Trainer kits/DP trainer Kit (Lucario)/4.ts", "data/Trainer kits/DP trainer Kit (Lucario)/5.ts", "data/Trainer kits/DP trainer Kit (Lucario)/6.ts", "data/Trainer kits/DP trainer Kit (Lucario)/7.ts"]	tk	tk-dp-l	pending	
Trainer kits	EX trainer Kit 2 (Minun)	pr/Trainer-kits-EX-trainer-Kit-2-Minun	1	1	["data/Trainer kits/EX trainer Kit 2 (Minun)/8.ts"]	tk	tk-ex-m	pending	
Trainer kits	EX trainer Kit 2 (Plusle)	pr/Trainer-kits-EX-trainer-Kit-2-Plusle	1	1	["data/Trainer kits/EX trainer Kit 2 (Plusle)/10.ts"]	tk	tk-ex-p	pending	
Trainer kits	SM trainer Kit (Alolan Raichu)	pr/Trainer-kits-SM-trainer-Kit-Alolan-Raichu	6	6	["data/Trainer kits/SM trainer Kit (Alolan Raichu)/11.ts", "data/Trainer kits/SM trainer Kit (Alolan Raichu)/13.ts", "data/Trainer kits/SM trainer Kit (Alolan Raichu)/16.ts", "data/Trainer kits/SM trainer Kit (Alolan Raichu)/18.ts", "data/Trainer kits/SM trainer Kit (Alolan Raichu)/22.ts", "data/Trainer kits/SM trainer Kit (Alolan Raichu)/4.ts"]	tk	tk-sm-r	pending	
Trainer kits	SM trainer Kit (Lycanroc)	pr/Trainer-kits-SM-trainer-Kit-Lycanroc	10	10	["data/Trainer kits/SM trainer Kit (Lycanroc)/1.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/11.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/12.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/13.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/14.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/15.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/18.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/22.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/29.ts", "data/Trainer kits/SM trainer Kit (Lycanroc)/4.ts"]	tk	tk-sm-l	pending	
Trainer kits	XY trainer Kit (Bisharp)	pr/Trainer-kits-XY-trainer-Kit-Bisharp	15	15	["data/Trainer kits/XY trainer Kit (Bisharp)/1.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/11.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/12.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/13.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/14.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/15.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/16.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/17.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/21.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/23.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/26.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/27.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/28.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/30.ts", "data/Trainer kits/XY trainer Kit (Bisharp)/4.ts"]	tk	tk-xy-b	pending	
Trainer kits	XY trainer Kit (Latias)	pr/Trainer-kits-XY-trainer-Kit-Latias	11	11	["data/Trainer kits/XY trainer Kit (Latias)/11.ts", "data/Trainer kits/XY trainer Kit (Latias)/12.ts", "data/Trainer kits/XY trainer Kit (Latias)/13.ts", "data/Trainer kits/XY trainer Kit (Latias)/21.ts", "data/Trainer kits/XY trainer Kit (Latias)/23.ts", "data/Trainer kits/XY trainer Kit (Latias)/24.ts", "data/Trainer kits/XY trainer Kit (Latias)/25.ts", "data/Trainer kits/XY trainer Kit (Latias)/26.ts", "data/Trainer kits/XY trainer Kit (Latias)/27.ts", "data/Trainer kits/XY trainer Kit (Latias)/30.ts", "data/Trainer kits/XY trainer Kit (Latias)/4.ts"]	tk	tk-xy-latia	pending	
Trainer kits	XY trainer Kit (Latios)	pr/Trainer-kits-XY-trainer-Kit-Latios	14	14	["data/Trainer kits/XY trainer Kit (Latios)/1.ts", "data/Trainer kits/XY trainer Kit (Latios)/11.ts", "data/Trainer kits/XY trainer Kit (Latios)/12.ts", "data/Trainer kits/XY trainer Kit (Latios)/14.ts", "data/Trainer kits/XY trainer Kit (Latios)/15.ts", "data/Trainer kits/XY trainer Kit (Latios)/19.ts", "data/Trainer kits/XY trainer Kit (Latios)/22.ts", "data/Trainer kits/XY trainer Kit (Latios)/23.ts", "data/Trainer kits/XY trainer Kit (Latios)/24.ts", "data/Trainer kits/XY trainer Kit (Latios)/25.ts", "data/Trainer kits/XY trainer Kit (Latios)/26.ts", "data/Trainer kits/XY trainer Kit (Latios)/27.ts", "data/Trainer kits/XY trainer Kit (Latios)/28.ts", "data/Trainer kits/XY trainer Kit (Latios)/4.ts"]	tk	tk-xy-latio	pending	
Trainer kits	XY trainer Kit (Noivern)	pr/Trainer-kits-XY-trainer-Kit-Noivern	6	6	["data/Trainer kits/XY trainer Kit (Noivern)/1.ts", "data/Trainer kits/XY trainer Kit (Noivern)/11.ts", "data/Trainer kits/XY trainer Kit (Noivern)/16.ts", "data/Trainer kits/XY trainer Kit (Noivern)/20.ts", "data/Trainer kits/XY trainer Kit (Noivern)/23.ts", "data/Trainer kits/XY trainer Kit (Noivern)/4.ts"]	tk	tk-xy-n	pending	
Trainer kits	XY trainer Kit (Pikachu Libre)	pr/Trainer-kits-XY-trainer-Kit-Pikachu-Libre	10	10	["data/Trainer kits/XY trainer Kit (Pikachu Libre)/1.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/12.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/15.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/19.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/23.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/24.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/25.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/26.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/27.ts", "data/Trainer kits/XY trainer Kit (Pikachu Libre)/4.ts"]	tk	tk-xy-p	pending	
Trainer kits	XY trainer Kit (Suicune)	pr/Trainer-kits-XY-trainer-Kit-Suicune	11	11	["data/Trainer kits/XY trainer Kit (Suicune)/11.ts", "data/Trainer kits/XY trainer Kit (Suicune)/12.ts", "data/Trainer kits/XY trainer Kit (Suicune)/13.ts", "data/Trainer kits/XY trainer Kit (Suicune)/16.ts", "data/Trainer kits/XY trainer Kit (Suicune)/21.ts", "data/Trainer kits/XY trainer Kit (Suicune)/23.ts", "data/Trainer kits/XY trainer Kit (Suicune)/24.ts", "data/Trainer kits/XY trainer Kit (Suicune)/25.ts", "data/Trainer kits/XY trainer Kit (Suicune)/26.ts", "data/Trainer kits/XY trainer Kit (Suicune)/27.ts", "data/Trainer kits/XY trainer Kit (Suicune)/7.ts"]	tk	tk-xy-su	pending	
